Mother_Education,Mother_Weight_Gain,Pre-pregnancy_Diabetes,Pre-pregnancy_Hypertension,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI
8th grade or less,65 lbs,No,No,1,27,3453,7.77,38.92,29.88
9th through 12th grade with no diploma,65 lbs,No,No,0,20,3884,6,39,29.7
9th through 12th grade with no diploma,65 lbs,No,No,0,21.33,2888.33,8,38,24.8
9th through 12th grade with no diploma,65 lbs,No,No,0,24.6,3198,10.3,38.5,26.29
9th through 12th grade with no diploma,65 lbs,No,No,0,19,3402.33,11.33,38.67,32.55
9th through 12th grade with no diploma,65 lbs,No,No,0,24.22,2812.89,7.56,36.67,23.13
9th through 12th grade with no diploma,65 lbs,No,No,1,24.93,2799.13,11.6,35.8,28.42
9th through 12th grade with no diploma,65 lbs,No,No,1,25.92,3374.12,10.26,37.75,25.36
9th through 12th grade with no diploma,65 lbs,No,No,1,24.03,3136.89,10.09,37.56,25.74
9th through 12th grade with no diploma,65 lbs,No,No,1,23.1,3318.78,10.2,38.42,25.94
9th through 12th grade with no diploma,65 lbs,No,No,1,23.92,3390.23,10.53,38.82,25.88
9th through 12th grade with no diploma,65 lbs,No,No,1,23.31,3533.85,11.07,39.15,26.01
High school graduate or GED completed,65 lbs,No,No,0,24.5,3218.5,11,38.5,25.15
High school graduate or GED completed,65 lbs,No,No,0,25.92,2713.75,11.25,34.42,29.58
High school graduate or GED completed,65 lbs,No,No,0,24.12,3486.88,11.12,38.25,31.55
High school graduate or GED completed,65 lbs,No,No,0,27.62,3110.86,8.5,35.38,28.95
High school graduate or GED completed,65 lbs,No,No,0,26.25,2964.29,9.91,36.62,26.69
High school graduate or GED completed,65 lbs,No,No,1,24.24,3349.76,11.82,38.79,25.8
High school graduate or GED completed,65 lbs,No,No,1,25.86,2971.85,12.03,36.52,26.84
High school graduate or GED completed,65 lbs,No,No,1,25.55,3207.26,10.42,37.66,26.39
High school graduate or GED completed,65 lbs,No,No,1,25.5,3324.88,10.96,38.26,26.31
High school graduate or GED completed,65 lbs,No,No,1,25.49,3441.19,11.31,38.81,26.13
High school graduate or GED completed,65 lbs,No,No,1,26.45,3451.23,11.04,39.08,25.03
"Some college credit, but not a degree",65 lbs,No,No,0,26.67,3382.5,8.83,37.17,24.88
"Some college credit, but not a degree",65 lbs,No,No,0,26.8,3172.7,13.9,38.6,27.25
"Some college credit, but not a degree",65 lbs,No,No,0,26.67,3181.11,10.78,38.11,26.83
"Some college credit, but not a degree",65 lbs,No,No,0,25.21,3316.64,12.23,37.38,28.73
"Some college credit, but not a degree",65 lbs,No,No,1,27.04,3219,12.08,37.73,25.65
"Some college credit, but not a degree",65 lbs,No,No,1,26.89,3267.02,11.85,37.61,26.06
"Some college credit, but not a degree",65 lbs,No,No,1,26.69,3403.28,11.41,38.08,27.55
"Some college credit, but not a degree",65 lbs,No,No,1,27.57,3463.05,11.76,38.54,26.82
"Some college credit, but not a degree",65 lbs,No,No,1,27.45,3464.62,11.77,38.79,26.24
"Some college credit, but not a degree",65 lbs,No,No,1,27.64,3519.18,11.43,39.01,25.57
"Associate degree (AA, AS)",65 lbs,No,No,0,27,482,4,22,25.6
"Associate degree (AA, AS)",65 lbs,No,No,0,21,3045,18,37,27.3
"Associate degree (AA, AS)",65 lbs,No,No,0,28.5,2907.75,11,37.5,25.45
"Associate degree (AA, AS)",65 lbs,No,No,0,29,2293,7,33,22.68
"Associate degree (AA, AS)",65 lbs,No,No,1,30.45,2799.73,10.82,34.45,29.04
"Associate degree (AA, AS)",65 lbs,No,No,1,28.14,3269.86,10.52,37.77,25.44
"Associate degree (AA, AS)",65 lbs,No,No,1,30.16,3278.71,12.49,37.39,26.32
"Associate degree (AA, AS)",65 lbs,No,No,1,29.26,3460.91,11.68,38.39,27.12
"Associate degree (AA, AS)",65 lbs,No,No,1,29.63,3488.42,12.3,38.68,26.53
"Associate degree (AA, AS)",65 lbs,No,No,1,28.57,3642.19,11.91,39.06,26.42
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,0,30.5,3881,8.5,40.5,27.5
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,0,39,2367.5,15.5,36,28.7
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,0,32.33,3398.67,13,38.33,25.93
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,0,31.86,2830.43,10.71,37.43,27.16
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,0,32.8,3317.3,12.9,38.2,26.39
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,31.05,3258.41,14.33,36.95,27.59
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,32.26,3165.13,12.84,37.28,27.07
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,30.58,3273.09,12.55,37.7,26.26
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,31.1,3394.65,12.54,38.17,26.08
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,31.37,3520.76,12.45,38.75,25.68
"Bachelor's degree (BA, AB, BS)",65 lbs,No,No,1,29.91,3690.27,12.14,39.19,25.48
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,0,30,3341,13.33,40.67,21.17
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,0,30.5,3119.75,12,40,21.75
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,0,33.33,1918.33,10.33,32.33,27.47
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,36,2739.33,12.5,35.83,25.8
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,31.94,2959.75,13.38,36.62,26.02
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,33.35,3336.9,13.38,37.94,27.24
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,33.02,3328.35,12.2,37.85,25.96
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,32.93,3496.89,12.48,38.7,25.61
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",65 lbs,No,No,1,31.75,3386.06,11.61,38.5,26.18
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,0,34,3566,12.5,39.5,27.75
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,31.5,2804,14.5,36.25,23.45
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,38.67,3078.67,12,38,22.07
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,32.93,3216.64,9.86,38,25.44
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,34.31,3243.08,13.97,38,24.81
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,34.07,3490.53,12.74,38.65,24.85
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",65 lbs,No,No,1,31.89,3937.22,13.22,39.56,23.93
8th grade or less,66 lbs,No,No,1,20,1219,5,27,28.3
8th grade or less,66 lbs,No,No,1,25,2620,34.5,33.5,21.85
8th grade or less,66 lbs,No,No,1,24.71,3357.57,6.14,38.86,24.96
8th grade or less,66 lbs,No,No,1,27.61,3528.67,9.52,38.58,26.43
8th grade or less,66 lbs,No,No,1,27.36,3459.79,10.52,38.74,25.99
8th grade or less,66 lbs,No,No,1,23,3190,5,39,37.3
9th through 12th grade with no diploma,66 lbs,No,No,0,18.67,2581.33,11,33.67,27.13
9th through 12th grade with no diploma,66 lbs,No,No,0,28.33,2898.67,10.67,37.67,20.87
9th through 12th grade with no diploma,66 lbs,No,No,0,25.12,2525.75,12.17,35.5,24.34
9th through 12th grade with no diploma,66 lbs,No,No,0,25.33,3259.33,9.67,37.33,29.63
9th through 12th grade with no diploma,66 lbs,No,No,1,21.58,3261.33,9.67,38.33,25.47
9th through 12th grade with no diploma,66 lbs,No,No,1,25.76,3281.71,9.33,37.29,26.06
9th through 12th grade with no diploma,66 lbs,No,No,1,21.02,3235.59,9.1,37.71,25.53
9th through 12th grade with no diploma,66 lbs,No,No,1,23.69,3374.62,10.9,38.61,26.11
9th through 12th grade with no diploma,66 lbs,No,No,1,23.59,3414.25,10.59,38.82,25.68
9th through 12th grade with no diploma,66 lbs,No,No,1,24.5,3345.9,10.85,38.85,25.18
High school graduate or GED completed,66 lbs,No,No,0,23,3045,10.14,36.57,29.83
High school graduate or GED completed,66 lbs,No,No,0,19,3206,9.5,39,23.9
High school graduate or GED completed,66 lbs,No,No,0,23.25,3076.75,13.75,38,27.35
High school graduate or GED completed,66 lbs,No,No,0,24.8,3381.67,11.87,38.07,27.8
High school graduate or GED completed,66 lbs,No,No,1,23.78,3145.26,10.46,37.33,28.44
High school graduate or GED completed,66 lbs,No,No,1,25.45,3413.86,11.75,37.75,27.12
High school graduate or GED completed,66 lbs,No,No,1,26.95,3193.87,10.69,37.76,27.45
High school graduate or GED completed,66 lbs,No,No,1,25.42,3407.71,11.3,38.42,26.63
High school graduate or GED completed,66 lbs,No,No,1,25.48,3436.85,11.28,38.83,25.97
High school graduate or GED completed,66 lbs,No,No,1,24.69,3488.16,11.25,38.87,26.19
"Some college credit, but not a degree",66 lbs,No,No,0,26.5,1937.25,6.75,30.75,36.9
"Some college credit, but not a degree",66 lbs,No,No,0,24.33,3377.89,11.22,38.33,24.86
"Some college credit, but not a degree",66 lbs,No,No,0,31.71,3418.43,11,36.86,28.31
"Some college credit, but not a degree",66 lbs,No,No,0,31,3618.25,18.75,37.25,28.38
"Some college credit, but not a degree",66 lbs,No,No,1,27.73,3162.23,9.64,37.41,27.9
"Some college credit, but not a degree",66 lbs,No,No,1,27.97,3192.81,12.14,37.72,29.14
"Some college credit, but not a degree",66 lbs,No,No,1,26.01,3273.71,12.15,37.95,27.29
"Some college credit, but not a degree",66 lbs,No,No,1,27.23,3318.62,11.65,38.22,26.52
"Some college credit, but not a degree",66 lbs,No,No,1,27.48,3454.62,11.8,38.8,26.3
"Some college credit, but not a degree",66 lbs,No,No,1,27.71,3512.84,11.78,38.83,26.8
"Associate degree (AA, AS)",66 lbs,No,No,0,26,4240,13,40,28.8
"Associate degree (AA, AS)",66 lbs,No,No,0,27.5,3198,14,37,32.75
"Associate degree (AA, AS)",66 lbs,No,No,0,27.33,3661.67,12,38.33,32.87
"Associate degree (AA, AS)",66 lbs,No,No,0,27.6,3217,13.75,37.2,27.44
"Associate degree (AA, AS)",66 lbs,No,No,1,32.33,3409.33,12.33,38.33,28.2
"Associate degree (AA, AS)",66 lbs,No,No,1,32.42,3342.17,12.33,37.92,25.44
"Associate degree (AA, AS)",66 lbs,No,No,1,29.77,3291.61,13.48,37.61,28.17
"Associate degree (AA, AS)",66 lbs,No,No,1,29.27,3308.02,12.28,37.85,26.98
"Associate degree (AA, AS)",66 lbs,No,No,1,29.6,3476.49,12.25,38.65,26.55
"Associate degree (AA, AS)",66 lbs,No,No,1,29.43,3558.3,13.17,39.1,28.16
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,0,31,3845,19,37,23.8
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,0,35,1944.33,10,32,21.63
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,0,26.5,4252.5,7.5,38.5,24.8
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,30.53,3144.37,11.24,36.58,25.77
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,34.61,3025.3,11.43,36.48,27.48
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,31.19,3154.23,11.74,37.05,27.27
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,31.34,3362.42,13.04,38.11,26.07
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,31.28,3490.03,12.61,38.66,25.8
"Bachelor's degree (BA, AB, BS)",66 lbs,No,No,1,31.26,3480.43,11.82,38.93,24.22
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,0,33,3100,11,40,28
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,0,31.67,4064.33,10.67,40.33,24.4
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,0,32,5570,9,40,33
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,31.43,2792.57,12.43,35.43,27.96
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,32.33,3767.33,12,39.17,23.47
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,31.69,3445.44,11.19,37.81,27.76
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,32.84,3292.81,12.94,37.85,26.55
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,32.48,3516.38,12.35,38.66,25.64
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",66 lbs,No,No,1,31.9,3434.52,12.57,38.86,26.4
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,0,34,3110,15,38,22.6
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,0,34,3785,9,41,19.4
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,1,32.33,3466,14,38.33,27.57
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,1,37.86,3221.71,9.57,37.57,30.09
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,1,33.4,3314.6,12.08,38.04,23.69
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,1,34.2,3349.36,12.36,38.4,24.99
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",66 lbs,No,No,1,37.6,3733.4,12.2,39.8,24.76
8th grade or less,67 lbs,No,No,0,23.33,3512.33,11.33,39,22.93
8th grade or less,67 lbs,No,No,1,29.5,2373,14.5,34.5,35.1
8th grade or less,67 lbs,No,No,1,28,4330.5,4.5,39.5,23.6
8th grade or less,67 lbs,No,No,1,40,4128,5,38,27.1
8th grade or less,67 lbs,No,No,1,28.43,3335.13,10.75,38.43,26.99
8th grade or less,67 lbs,No,No,1,27.39,3435.84,10.02,38.76,24.99
8th grade or less,67 lbs,No,No,1,20,3368,10.5,38.5,22.38
9th through 12th grade with no diploma,67 lbs,No,No,0,22,2602.67,7,35,26.15
9th through 12th grade with no diploma,67 lbs,No,No,0,24.5,2328.5,9.33,36,30.65
9th through 12th grade with no diploma,67 lbs,No,No,0,21.8,3713.4,11.25,39.6,26.7
9th through 12th grade with no diploma,67 lbs,No,No,0,23.67,3595.67,12.67,39.33,35.33
9th through 12th grade with no diploma,67 lbs,No,No,1,21,3063.8,12,37,26.7
9th through 12th grade with no diploma,67 lbs,No,No,1,22.7,3186.65,12,37.4,26.75
9th through 12th grade with no diploma,67 lbs,No,No,1,23.61,3448.92,11.49,39.03,25.56
9th through 12th grade with no diploma,67 lbs,No,No,1,23.96,3311.35,10.37,38.23,26.59
9th through 12th grade with no diploma,67 lbs,No,No,1,23.53,3416.31,10.65,38.8,25.92
9th through 12th grade with no diploma,67 lbs,No,No,1,22.91,3567.2,11.37,39.17,26.22
High school graduate or GED completed,67 lbs,No,No,0,23.5,3294,10,37,27.05
High school graduate or GED completed,67 lbs,No,No,0,24.43,3247.71,10.5,38.43,24.6
High school graduate or GED completed,67 lbs,No,No,0,23.43,3099.29,9,38.29,20.4
High school graduate or GED completed,67 lbs,No,No,0,28.67,3110.53,8.13,37.67,27.86
High school graduate or GED completed,67 lbs,No,No,1,26.87,3493.67,12.07,38.93,27.77
High school graduate or GED completed,67 lbs,No,No,1,25.43,3197.47,11.27,37.87,26.72
High school graduate or GED completed,67 lbs,No,No,1,25.03,3288.21,11.18,37.77,26.75
High school graduate or GED completed,67 lbs,No,No,1,25.46,3365.31,11.11,38.28,26.23
High school graduate or GED completed,67 lbs,No,No,1,25.39,3439.05,11.43,38.83,26.26
High school graduate or GED completed,67 lbs,No,No,1,25.41,3570.34,12.07,39.04,26.29
"Some college credit, but not a degree",67 lbs,No,No,0,25.5,2745,4.5,35,24.65
"Some college credit, but not a degree",67 lbs,No,No,0,23,1330,10,31,37.4
"Some college credit, but not a degree",67 lbs,No,No,0,28,2664.38,12.5,35.75,26.61
"Some college credit, but not a degree",67 lbs,No,No,0,24.4,3198,11,38.6,30.54
"Some college credit, but not a degree",67 lbs,No,No,0,27.5,3258,14.75,38.75,26.95
"Some college credit, but not a degree",67 lbs,No,No,1,29.82,3035.59,12.18,37.18,28.28
"Some college credit, but not a degree",67 lbs,No,No,1,27.32,2904.26,11.88,36.41,28.33
"Some college credit, but not a degree",67 lbs,No,No,1,27.55,3264.84,11.91,37.63,27.76
"Some college credit, but not a degree",67 lbs,No,No,1,28.28,3368.81,11.98,38.23,27.28
"Some college credit, but not a degree",67 lbs,No,No,1,27.27,3459.97,11.79,38.76,26.15
"Some college credit, but not a degree",67 lbs,No,No,1,28.36,3455.94,10.78,39.19,25.91
"Associate degree (AA, AS)",67 lbs,No,No,0,24,3410,10,38,19.6
"Associate degree (AA, AS)",67 lbs,No,No,0,30.33,3232,14,37.67,38.77
"Associate degree (AA, AS)",67 lbs,No,No,0,32,3085,11.67,37,31.4
"Associate degree (AA, AS)",67 lbs,No,No,0,31.4,3041.6,10.4,36.6,26.38
"Associate degree (AA, AS)",67 lbs,No,No,1,27.4,3065.6,9,37.6,29.66
"Associate degree (AA, AS)",67 lbs,No,No,1,28.5,2445.75,12,35,32.77
"Associate degree (AA, AS)",67 lbs,No,No,1,29.93,3101.04,12.42,36.74,27.82
"Associate degree (AA, AS)",67 lbs,No,No,1,29.21,3376.47,12.25,37.87,26.3
"Associate degree (AA, AS)",67 lbs,No,No,1,29.76,3465.89,12.14,38.67,26.74
"Associate degree (AA, AS)",67 lbs,No,No,1,29.89,3520.92,11.27,38.81,26.86
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,0,28,3335,6,37.5,25.45
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,0,30,2635,11.33,35.67,24.83
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,0,28,3931.67,15.33,40,26.17
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,0,30.33,3756,12,39.33,25.43
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,32.78,3500.78,12.78,38,25.33
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,30.6,3338.7,11.95,38.1,25.57
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,30.17,3223.87,11.67,36.92,25.09
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,31.34,3397.43,12.17,38.2,26.59
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,31.1,3516.26,12.49,38.67,25.65
"Bachelor's degree (BA, AB, BS)",67 lbs,No,No,1,31.1,3720.36,12.61,39.08,27.16
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,0,29.33,2447.33,12.67,35.67,31.77
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,0,27,2509,15,36,25.2
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,30.75,3557,14.33,37.75,24.53
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,30.45,3398,16,37.73,27.69
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,33.75,2979.75,13.1,36.35,25.61
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,32.45,3248.08,12.81,37.91,26.45
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,32.95,3412.03,12.85,38.46,25.87
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",67 lbs,No,No,1,32.2,3593.5,12.2,39.1,22.51
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,0,38,3005,13,39,21.8
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,1,35,4269,12,39,23.8
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,1,34.75,3631.5,11.5,38.5,28.2
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,1,33.23,3193.67,13.69,37.4,26.37
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,1,33.71,3475.25,12.06,38.58,25.04
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",67 lbs,No,No,1,32,3389.67,12.67,39.67,26.6
8th grade or less,68 lbs,No,No,0,15,3487,10,39,25.6
8th grade or less,68 lbs,No,No,0,31,4440,15,40,27.8
8th grade or less,68 lbs,No,No,1,27,3315,9.5,39.5,26
8th grade or less,68 lbs,No,No,1,28.75,2851.5,10,35.75,24.3
8th grade or less,68 lbs,No,No,1,25,3361.05,8.6,38.6,24.53
8th grade or less,68 lbs,No,No,1,27.17,3485.39,9.96,38.96,26.63
8th grade or less,68 lbs,No,No,1,24,3264.67,8.67,37.67,24.53
9th through 12th grade with no diploma,68 lbs,No,No,0,24.83,3153,8.67,38.5,26.9
